file_id,path,start,end,size
204,data/tmapn_celact.txt,4463616,4463884,268
205,data/tmapn_cell.resdat,4464128,4464276,148
206,data/tmapn_chr.resdat,4464640,4464788,148
207,data/tmapn_pal.resdat,4465152,4465228,76
208,data/tmapn_res_canm.txt,4465664,4465834,170
209,data/tmapn_res_cell.txt,4466176,4466362,186
210,data/tmapn_res_chr.txt,4466688,4466908,220
211,data/tmapn_res_pal.txt,4467200,4467349,149
212,data/tradelist.narc,4467712,4478580,10868
213,data/trapmark.narc,4478976,4479588,612
214,data/ug_anim.narc,4480000,4503680,23680
215,data/ug_base_cur.nsbmd,4504064,4505748,1684
216,data/ug_boygirl.NCGR,4506112,4510768,4656
217,data/ug_boygirl.NCLR,4511232,4511784,552
218,data/ug_fossil.narc,4512256,4528344,16088
219,data/ug_hero.NANR,4528640,4528889,249
220,data/ug_hero.NCER,4529152,4529417,265
221,data/ug_hole.NANR,4529664,4529878,214
222,data/ug_hole.NCER,4530176,4530338,162
223,data/ug_hole.NCGR,4530688,4532016,1328
224,data/ug_parts.narc,4532224,4665244,133020
225,data/ug_radar.narc,4665344,4679784,14440
226,data/ug_trap.narc,4680192,4801964,121772
227,data/ugeffect_obj_graphic.narc,4802048,4821864,19816
228,data/uground_cell.resdat,4822016,4822092,76
229,data/uground_cellanm.resdat,4822528,4822604,76
230,data/uground_char.resdat,4823040,4823116,76
231,data/uground_char2.resdat,4823552,4823628,76
232,data/uground_clact.cldat,4824064,4824160,96
233,data/uground_pltt.resdat,4824576,4824628,52
234,data/uground_pltt2.resdat,4825088,4825140,52
235,data/underg_radar.narc,4825600,4867124,41524
236,data/UTF16.dat,3379200,3379690,490
237,data/utility.bin,4867584,5765824,898240
238,data/weather_sys.narc,5766144,5829800,63656
239,data/wifi.ncgr,5830144,5830720,576
240,data/wifinote.narc,5831168,5845836,14668
241,data/wifip2pmatch.narc,5846016,5861908,15892
242,data/wm.ncgr,5862400,5862976,576
243,data/wm.nclr,5863424,5863976,552
244,data/mmodel/fldeff.narc,35922432,36036760,114328
245,data/mmodel/mmodel.narc,34708480,35922012,1213532
246,data/sound/sound_data.sdat,5864448,13349216,7484768
247,demo/egg/data/egg_data.narc,58847232,58858236,11004
248,demo/egg/data/particle/egg_demo_particle.narc,58858496,58868204,9708
249,demo/intro/intro.narc,59127296,59238796,111500
250,demo/intro/intro_tv.narc,59238912,59296224,57312
251,demo/shinka/data/particle/shinka_demo_particle.narc,59117568,59126932,9364
252,demo/syoujyou/syoujyou.narc,59915264,59941060,25796
253,demo/title/op_demo.narc,59296256,59915144,618888
254,demo/title/titledemo.narc,58557952,58786064,228112
255,dwc/utility.bin,60271104,61169344,898240
256,fielddata/areadata/area_data.narc,40980480,40981476,996
257,fielddata/areadata/area_build_model/area_build.narc,40981504,40986228,4724
258,fielddata/areadata/area_build_model/areabm_texset.narc,40986624,42187956,1201332
259,fielddata/areadata/area_map_tex/map_tex_set.narc,42188288,43445072,1256784
260,fielddata/areadata/area_move_model/move_model_list.narc,43445248,43446488,1240
261,fielddata/build_model/build_model.narc,39043584,40961996,1918412
262,fielddata/build_model/build_model_matshp.dat,40962048,40967972,5924
263,fielddata/encountdata/d_enc_data.narc,38884864,38963972,79108
264,fielddata/encountdata/p_enc_data.narc,38964224,39043332,79108
265,fielddata/eventdata/zone_event_release.narc,38744576,38884596,140020
266,fielddata/land_data/land_data_release.narc,43446784,58224940,14778156
267,fielddata/mapmatrix/map_matrix.narc,40968192,40979992,11800
268,fielddata/maptable/mapname.bin,59091456,59100400,8944
269,fielddata/mm_list/move_model_list.narc,58868224,58868836,612
270,fielddata/pokemon_trade/fld_trade.narc,59117056,59117460,404
271,fielddata/script/scr_seq_release.narc,30869504,31089112,219608
272,graphic/bag_gra.narc,31089152,31194740,105588
273,graphic/box.narc,31195136,31308576,113440
274,graphic/btower.narc,31308800,31325688,16888
275,graphic/config_gra.narc,31325696,31326380,684
276,graphic/demo_trade.narc,31326720,31358232,31512
277,graphic/dendou_demo.narc,31358464,31360028,1564
278,graphic/dendou_pc.narc,31360512,31361180,668
279,graphic/ending.narc,31361536,31695004,333468
280,graphic/ev_pokeselect.narc,31695360,31835940,140580
281,graphic/f_note_gra.narc,31836160,31846780,10620
282,graphic/field_board.narc,31846912,31890172,43260
283,graphic/field_encounteffect.narc,31890432,31929096,38664
284,graphic/fld_comact.narc,31929344,31930212,868
285,graphic/font.narc,31930368,32065112,134744
286,graphic/fontoam.narc,32065536,32066980,1444
287,graphic/hiden_effect.narc,32067072,32099348,32276
288,graphic/imageclip.narc,32099840,32355376,255536
289,graphic/mail_gra.narc,32355840,32462640,106800
290,graphic/menu_gra.narc,32462848,32482160,19312
291,graphic/mysign.narc,32482304,32486584,4280
292,graphic/mystery.narc,32486912,32517828,30916
293,graphic/ntag_gra.narc,32518144,32702064,183920
294,graphic/nutmixer.narc,32702464,32883444,180980
295,graphic/oekaki.narc,32883712,32889124,5412
296,graphic/opening.narc,32889344,32916924,27580
297,graphic/plist_gra.narc,32916992,32957100,40108
298,graphic/pmsi.narc,32957440,32970084,12644
299,graphic/poketch.narc,32970240,33029060,58820
300,graphic/poru_gra.narc,33029120,33056228,27108
301,graphic/poruact.narc,33056256,33061548,5292
302,graphic/porudemo.narc,33061888,33070700,8812
303,graphic/pst_gra.narc,33071104,33198256,127152
304,graphic/ranking.narc,33198592,33203912,5320
305,graphic/record.narc,33204224,33227204,22980
306,graphic/shop_gra.narc,33227264,33237312,10048
307,graphic/tmap_gra.narc,33237504,33323280,85776
308,graphic/touch_subwindow.narc,33323520,33325976,2456
309,graphic/trainer_case.narc,33326080,33554400,228320
310,graphic/unionroom.narc,33554432,33559056,4624
311,graphic/waza_oshie_gra.narc,33559552,33571636,12084
312,graphic/winframe.narc,33571840,33606884,35044
313,graphic/worldtrade.narc,33607168,33653976,46808
314,itemtool/itemdata/item_data.narc,33654272,33673772,19500
315,itemtool/itemdata/item_icon.narc,33674240,34069680,395440
316,itemtool/itemdata/nuts_data.narc,34070016,34071348,1332
317,msgdata/msg.narc,13349376,16044560,2695184
318,msgdata/scenario/scr_msg.narc,16045056,16051804,6748
319,particledata/particledata.narc,58344448,58378748,34300
320,pokeanime/poke_anm.narc,58869248,58894660,25412
321,poketool/pokezukan.narc,59100672,59101720,1048
322,poketool/shinzukan.narc,59102208,59102572,364
323,poketool/icongra/poke_icon.narc,34071552,34649328,577776
324,poketool/personal/evo.narc,29470720,29496824,26104
325,poketool/personal/growtbl.narc,29496832,29500180,3348
326,poketool/personal/pms.narc,29500416,29501418,1002
327,poketool/personal/wotbl.narc,29501440,29520192,18752
328,poketool/personal_pearl/personal.narc,29444608,29470712,26104
329,poketool/pokeanm/pokeanm.narc,59102720,59116612,13892
330,poketool/pokefoot/pokefoot.narc,34649600,34708204,58604
331,poketool/pokegra/height.narc,16052224,16075332,23108
332,poketool/pokegra/height_o.narc,16075776,16077460,1684
333,poketool/pokegra/otherpoke.narc,16077824,16968428,890604
334,poketool/pokegra/poke_shadow.narc,16968704,16969260,556
335,poketool/pokegra/poke_shadow_ofx.narc,16969728,16970284,556
336,poketool/pokegra/poke_yofs.narc,16970752,16971308,556
337,poketool/pokegra/pokegra.narc,16971776,28750452,11778676
338,poketool/trainer/trdata.narc,29520384,29544236,23852
339,poketool/trainer/trpoke.narc,29544448,29566356,21908
340,poketool/trgra/trbgra.narc,28750848,28803188,52340
341,poketool/trgra/trfgra.narc,28803584,29444164,640580
342,poketool/trmsg/trtbl.narc,29566464,29576068,9604
343,poketool/trmsg/trtblofs.narc,29576192,29577952,1760
344,poketool/waza/waza_tbl.narc,30857728,30869084,11356
345,resource/eng/trial/trial.narc,60141568,60197860,56292
346,resource/eng/zukan/zukan.narc,60197888,60270876,72988
347,wazaeffect/we.arc,30467072,30721100,254028
348,wazaeffect/we_sub.narc,30721536,30733860,12324
349,wazaeffect/effectclact/wecell.narc,30809088,30814452,5364
350,wazaeffect/effectclact/wecellanm.narc,30814720,30819408,4688
351,wazaeffect/effectclact/wechar.narc,30819840,30852916,33076
352,wazaeffect/effectclact/wepltt.narc,30853120,30857600,4480
353,wazaeffect/effectdata/ball_particle.narc,36037120,36358724,321604
354,wazaeffect/effectdata/waza_particle.narc,36359168,38741008,2381840
355,wazaeffect/pt_debug/debug_particle.narc,38741504,38744520,3016
