container_chain,depth,parent_narc_path,parent_file_id,rom_offset,size,sha256,bom,version,declared_file_size,header_size,block_count,member_count,named_member_count,validation
/battle/skill/sub_seq.narc,0,/battle/skill/sub_seq.narc,107,30751232,51000,0cd8c8fc49d79a2b852c5427f0bfd1a8d7ecb1f60e8154c83ee191feae4f86af,0xfffe,0x0100,51000,16,3,293,0,valid
/battle/skill/waza_seq.narc,0,/battle/skill/waza_seq.narc,108,30802432,6416,31a96dbb1ae49166726cc66e604444d24ab92eed57103822cef84630afe80e89,0xfffe,0x0100,6416,16,3,501,0,valid
/battle/tr_ai/tr_ai_seq.narc,0,/battle/tr_ai/tr_ai_seq.narc,109,58894848,42448,74b17cd373c63c5aa9fa5e7e909c7037f768b443c726eee51ed0f0278efd709d,0xfffe,0x0100,42448,16,3,1,0,valid
/contest/data/contest_data.narc,0,/contest/data/contest_data.narc,110,58330112,14140,7cf7c17d07b805fc4d6c65b7b23e6d25b0b94e87f5cf0d729c308ed2b1b9496f,0xfffe,0x0100,14140,16,3,15,0,valid
/contest/graphic/contest_bg.narc,0,/contest/graphic/contest_bg.narc,111,58225152,80708,604fc581c1d39592afe5ea72a2a14365c9a06c2c4c0b4267b4663d58248bf8da,0xfffe,0x0100,80708,16,3,40,0,valid
/contest/graphic/contest_obj.narc,0,/contest/graphic/contest_obj.narc,112,58306048,23844,43bb5b2c71de2e630bafac397cc0e103f3add14645d2a2ecc73280f7e2f42bd1,0xfffe,0x0100,23844,16,3,97,0,valid
/data/demo_climax.narc,0,/data/demo_climax.narc,126,3405824,472620,18d011c800914e0410979a16996dcdf6cca15ba384aa85d9973a769ab6def94e,0xfffe,0x0100,472620,16,3,20,0,valid
/data/field_cutin.narc,0,/data/field_cutin.narc,139,4172800,53792,1634f209420540f1fda098e8269f7830debbad9e33ad3fc3a33c1fd1bd89598e,0xfffe,0x0100,53792,16,3,19,0,valid
/data/namein.narc,0,/data/namein.narc,162,4290048,16216,7143a5494cdd8f390b60da3dc7cb5ad9577f61dd6b1d27c9f941b4935c4c68f2,0xfffe,0x0100,16216,16,3,19,0,valid
/data/slot.narc,0,/data/slot.narc,186,4353536,88388,f8f3652b02d4ca83e6962e925333721d7e01d8ce004ae4ada7bc5493b05e4b49,0xfffe,0x0100,88388,16,3,77,0,valid
/data/tradelist.narc,0,/data/tradelist.narc,212,4467712,10868,69ff435241dccf7824b576313f539c64ee48d0b3d148f2926e8f8abc9dca0f5b,0xfffe,0x0100,10868,16,3,13,0,valid
/data/trapmark.narc,0,/data/trapmark.narc,213,4478976,612,6f577df39a0bc2efb3605011ec4b424575c4316d5c361f88a461d7ac89455a79,0xfffe,0x0100,612,16,3,1,0,valid
/data/ug_anim.narc,0,/data/ug_anim.narc,214,4480000,23680,cd49b51638dcf62c8f98725b613496d430b88ceab8c890d152f615548c69fb89,0xfffe,0x0100,23680,16,3,8,0,valid
/data/ug_fossil.narc,0,/data/ug_fossil.narc,218,4512256,16088,4f48a58a7eaedfe8274d27bc35ca478f9d66e677a8fe766f3fd8ceaaf6642236,0xfffe,0x0100,16088,16,3,3,0,valid
/data/ug_parts.narc,0,/data/ug_parts.narc,224,4532224,133020,6aef71920a64161cb0879222c36a89a2b6a2be34db605b8ad68766c2b5f2c68d,0xfffe,0x0100,133020,16,3,116,0,valid
/data/ug_radar.narc,0,/data/ug_radar.narc,225,4665344,14440,38c022b32cbfb6be13a80aef230dceb386785284da947a1357a44d8a6019fec2,0xfffe,0x0100,14440,16,3,7,0,valid
/data/ug_trap.narc,0,/data/ug_trap.narc,226,4680192,121772,41fd698d83b7f883100b7cd2d2796486ac6fd2293da4736e1fda7bbaee571fc3,0xfffe,0x0100,121772,16,3,53,0,valid
/data/ugeffect_obj_graphic.narc,0,/data/ugeffect_obj_graphic.narc,227,4802048,19816,7b5ddd52efc8daeb79eb517c71f72c2f6da461a4723eb80cc72ef7ea065d2ffb,0xfffe,0x0100,19816,16,3,9,0,valid
/data/underg_radar.narc,0,/data/underg_radar.narc,235,4825600,41524,f02b453a55678f112c31b7a78b794d132b25212641a767f83f3cf42017cd704d,0xfffe,0x0100,41524,16,3,7,0,valid
/data/weather_sys.narc,0,/data/weather_sys.narc,238,5766144,63656,a52f8b2f311a1397a1a97a011d904f5ca28e6674239f16605515a5b5eeee59c3,0xfffe,0x0100,63656,16,3,59,0,valid
/data/wifinote.narc,0,/data/wifinote.narc,240,5831168,14668,85e6f3744806c16014eff71abcfe70e4cd7b60cc80bebdb542617f92df00c82b,0xfffe,0x0100,14668,16,3,12,0,valid
/data/wifip2pmatch.narc,0,/data/wifip2pmatch.narc,241,5846016,15892,aeeec3912fc435255ab8f076a5124c8afa6866b6710ec09f9a71f137165ed20f,0xfffe,0x0100,15892,16,3,11,0,valid
/data/mmodel/fldeff.narc,0,/data/mmodel/fldeff.narc,244,35922432,114328,6bd19c67ab558cebe32bfc8c031ff2995ad2f494ff8826eff781cd6a0c24c701,0xfffe,0x0100,114328,16,3,129,0,valid
/data/mmodel/mmodel.narc,0,/data/mmodel/mmodel.narc,245,34708480,1213532,888316b815ca5c290cf13865005536cba79ed2ee84982d391cd348a390993bcf,0xfffe,0x0100,1213532,16,3,414,0,valid
/demo/egg/data/egg_data.narc,0,/demo/egg/data/egg_data.narc,247,58847232,11004,c4fcc55205b9fbc52a00fad3451b6f8766e94bb05f90578ff7f66cc78ea8a134,0xfffe,0x0100,11004,16,3,11,0,valid
/demo/egg/data/particle/egg_demo_particle.narc,0,/demo/egg/data/particle/egg_demo_particle.narc,248,58858496,9708,97429870ad23f453d0d10aae69d899ddc9825b2ecd6fe06917563d9f54b4819a,0xfffe,0x0100,9708,16,3,2,0,valid
/demo/intro/intro.narc,0,/demo/intro/intro.narc,249,59127296,111500,848fee0f0e9d86bdf02709749ab8a7908e2c9e3a598a528c5f8f00a03f6d4649,0xfffe,0x0100,111500,16,3,48,0,valid
/demo/intro/intro_tv.narc,0,/demo/intro/intro_tv.narc,250,59238912,57312,a2b72b17bdb24a6b7229a30244b06e718c3e923887912cd035bd4c30c1410b60,0xfffe,0x0100,57312,16,3,7,0,valid
/demo/shinka/data/particle/shinka_demo_particle.narc,0,/demo/shinka/data/particle/shinka_demo_particle.narc,251,59117568,9364,4519249fa8c3c6da9c20579dde3a6447aaa77b05f5c33f8f92eff5cbdbd4a3b1,0xfffe,0x0100,9364,16,3,2,0,valid
/demo/syoujyou/syoujyou.narc,0,/demo/syoujyou/syoujyou.narc,252,59915264,25796,2864aeaf82701fc0c9668ad609779a41a97a347d43c1b2207fb053516ab0b7f3,0xfffe,0x0100,25796,16,3,12,0,valid
/demo/title/op_demo.narc,0,/demo/title/op_demo.narc,253,59296256,618888,8336cb1c146eb1d18f0bd5ac61b83327ab2f952667cc65c27523f2c695933aaf,0xfffe,0x0100,618888,16,3,74,0,valid
/demo/title/titledemo.narc,0,/demo/title/titledemo.narc,254,58557952,228112,78f6975f4c51cda3ade8c4d9547786d48632d3a7c8f73be9d8042c55adc69f60,0xfffe,0x0100,228112,16,3,20,0,valid
/fielddata/areadata/area_data.narc,0,/fielddata/areadata/area_data.narc,256,40980480,996,e839931d138154a330ce9bfd04b0db8da5ac4f2d28f73919e2abe5e6da2b5e6e,0xfffe,0x0100,996,16,3,59,0,valid
/fielddata/areadata/area_build_model/area_build.narc,0,/fielddata/areadata/area_build_model/area_build.narc,257,40981504,4724,2b6b92d60559faacd6682355303462e135f3eda456f0b2a28a25bc46ec37c6aa,0xfffe,0x0100,4724,16,3,55,0,valid
/fielddata/areadata/area_build_model/areabm_texset.narc,0,/fielddata/areadata/area_build_model/areabm_texset.narc,258,40986624,1201332,717a9dcca499b1c75f0c31cbd37f0e24b2703bf03c61e92bb5553dcfb0dfd6a7,0xfffe,0x0100,1201332,16,3,55,0,valid
/fielddata/areadata/area_map_tex/map_tex_set.narc,0,/fielddata/areadata/area_map_tex/map_tex_set.narc,259,42188288,1256784,d333762813f9d4fb136a9d1bab08f06e612902b5e16f8cd7e28866179d16fb3d,0xfffe,0x0100,1256784,16,3,58,0,valid
/fielddata/areadata/area_move_model/move_model_list.narc,0,/fielddata/areadata/area_move_model/move_model_list.narc,260,43445248,1240,a7c17c4e3c40975ca46762ebbf7dc0aedc02793c50b2f030cc220f766ecd52ba,0xfffe,0x0100,1240,16,3,59,0,valid
/fielddata/build_model/build_model.narc,0,/fielddata/build_model/build_model.narc,261,39043584,1918412,9162d14c30396dadb096ed31bf05abb5f1faf81c233b8b7f54ec56e3e23069fc,0xfffe,0x0100,1918412,16,3,535,0,valid
/fielddata/encountdata/d_enc_data.narc,0,/fielddata/encountdata/d_enc_data.narc,263,38884864,79108,8872da981014c6da71a0ba6d20ad05ccefafa3e1895d9b1295f588fd7af64080,0xfffe,0x0100,79108,16,3,183,0,valid
/fielddata/encountdata/p_enc_data.narc,0,/fielddata/encountdata/p_enc_data.narc,264,38964224,79108,41be039d459f5eeacfb537a79d3237cfe3b0ba9d3e4310f40d6d2c20853839e6,0xfffe,0x0100,79108,16,3,183,0,valid
/fielddata/eventdata/zone_event_release.narc,0,/fielddata/eventdata/zone_event_release.narc,265,38744576,140020,3b61439a26b1c4bc6de9b1301a5a3073f6edf2b392082a4427e8ef3228bb23a4,0xfffe,0x0100,140020,16,3,512,0,valid
/fielddata/land_data/land_data_release.narc,0,/fielddata/land_data/land_data_release.narc,266,43446784,14778156,1c8d3c0e0c2de3170a61c8b021e4a1c6e8ece54fbe65f4c7faff2bcc83b1e1e1,0xfffe,0x0100,14778156,16,3,578,0,valid
/fielddata/mapmatrix/map_matrix.narc,0,/fielddata/mapmatrix/map_matrix.narc,267,40968192,11800,22190b1455e3655a239ff6340c577d03839247725d6a01dcf11931c549fdb339,0xfffe,0x0100,11800,16,3,245,0,valid
/fielddata/mm_list/move_model_list.narc,0,/fielddata/mm_list/move_model_list.narc,269,58868224,612,565877e4a06cb02b58f02a3f261735d34b1f4fc7c5801b0afb3a9e78c4860e82,0xfffe,0x0100,612,16,3,16,0,valid
/fielddata/pokemon_trade/fld_trade.narc,0,/fielddata/pokemon_trade/fld_trade.narc,270,59117056,404,f7884ee1a0b23399f4e9cb6317b1d61ee10cf99a6ed8bb64f971e79fd27f4101,0xfffe,0x0100,404,16,3,4,0,valid
/fielddata/script/scr_seq_release.narc,0,/fielddata/script/scr_seq_release.narc,271,30869504,219608,c62e6f7f537fbff6604ba0e7985270ace40562d5a6912f2661b892545f039af7,0xfffe,0x0100,219608,16,3,1051,0,valid
/graphic/bag_gra.narc,0,/graphic/bag_gra.narc,272,31089152,105588,5e1d21ef61cc5a3236f83a785295e5f8354706623e0898ab39a114e235b75c1d,0xfffe,0x0100,105588,16,3,39,0,valid
/graphic/box.narc,0,/graphic/box.narc,273,31195136,113440,91851f69a7d2349126a90c1b4c0d517b1f09b518434ce5e6c5a10c88efa8d848,0xfffe,0x0100,113440,16,3,121,0,valid
/graphic/btower.narc,0,/graphic/btower.narc,274,31308800,16888,44ed333d18cbf238ccf8e3b40777ef5865f8b1607f2c9523eb86d66ac9113b17,0xfffe,0x0100,16888,16,3,9,0,valid
/graphic/config_gra.narc,0,/graphic/config_gra.narc,275,31325696,684,cd4fdb2d299ace3698da3ca72f4acf961759128fa4fd08dc3afe50c0396778e6,0xfffe,0x0100,684,16,3,3,0,valid
/graphic/demo_trade.narc,0,/graphic/demo_trade.narc,276,31326720,31512,84c5643070177367c342b8d5a18c679639b03c305b77933fb007a929e74f99cf,0xfffe,0x0100,31512,16,3,28,0,valid
/graphic/dendou_demo.narc,0,/graphic/dendou_demo.narc,277,31358464,1564,d3f76c5c4cc8c5fa92b659a0e8442e36eb9523d8f4fd33144f684926995e9e95,0xfffe,0x0100,1564,16,3,5,0,valid
/graphic/dendou_pc.narc,0,/graphic/dendou_pc.narc,278,31360512,668,3844b3b7482c93aa0e6397e3ed09f390e61e10bbc839b902ed26760b30c68dae,0xfffe,0x0100,668,16,3,3,0,valid
/graphic/ending.narc,0,/graphic/ending.narc,279,31361536,333468,a1584955051e0f3d5394b98c60e1f4c4400652ed841999dc33a2344d0d9c9941,0xfffe,0x0100,333468,16,3,67,0,valid
/graphic/ev_pokeselect.narc,0,/graphic/ev_pokeselect.narc,280,31695360,140580,57f6359243b2e663b5a23aa525f2719f0f2333e419580d4dbb227fc015be02b0,0xfffe,0x0100,140580,16,3,18,0,valid
/graphic/f_note_gra.narc,0,/graphic/f_note_gra.narc,281,31836160,10620,3a1b1600f28697f037f39be18786cb600a020bebba6e26e85971bb813e0e2b3a,0xfffe,0x0100,10620,16,3,6,0,valid
/graphic/field_board.narc,0,/graphic/field_board.narc,282,31846912,43260,64865ba617900ee04abc7dc4090db2b0c128fba907eb65ee2a734090bdf9dca9,0xfffe,0x0100,43260,16,3,52,0,valid
/graphic/field_encounteffect.narc,0,/graphic/field_encounteffect.narc,283,31890432,38664,6fdf8c5486042c5401361a9a3c7cfd772771afe409b288fed50ec074167538df,0xfffe,0x0100,38664,16,3,26,0,valid
/graphic/fld_comact.narc,0,/graphic/fld_comact.narc,284,31929344,868,1ca3e421c0ad0a380bc6ecb063aba373097af1f80e70113c87f245185b7bc437,0xfffe,0x0100,868,16,3,4,0,valid
/graphic/font.narc,0,/graphic/font.narc,285,31930368,134744,be387cbeec816dbad5065a38023971262523141362aded9c834a0b29e7172ee8,0xfffe,0x0100,134744,16,3,8,0,valid
/graphic/fontoam.narc,0,/graphic/fontoam.narc,286,32065536,1444,5ccff2254dbf1fe7df12be151d74de7b5a6c6d44c49d3a3fc0cee77419ed1fb7,0xfffe,0x0100,1444,16,3,12,0,valid
/graphic/hiden_effect.narc,0,/graphic/hiden_effect.narc,287,32067072,32276,85d834c089435928fcea971930c872f0cb62040ddd421a25c8e4dda91910a7dc,0xfffe,0x0100,32276,16,3,15,0,valid
/graphic/imageclip.narc,0,/graphic/imageclip.narc,288,32099840,255536,b9e5fdc4781e07ff904efb3605eec2b94824c8ef8e4f04f7d9745612efeded99,0xfffe,0x0100,255536,16,3,236,0,valid
/graphic/mail_gra.narc,0,/graphic/mail_gra.narc,289,32355840,106800,e0c78256d8335716657696d8363b71671606d5634d69e0cfdeb188ee9fde7655,0xfffe,0x0100,106800,16,3,37,0,valid
/graphic/menu_gra.narc,0,/graphic/menu_gra.narc,290,32462848,19312,63bbfa26edf4845d061ea5784b7b73186f73cb5e5f394ca57239a62905d3f776,0xfffe,0x0100,19312,16,3,11,0,valid
/graphic/mysign.narc,0,/graphic/mysign.narc,291,32482304,4280,f36c892150dee7567ade0c901eb52ae2fa9d814a53fdeddfa63dd48c46cdc94f,0xfffe,0x0100,4280,16,3,10,0,valid
/graphic/mystery.narc,0,/graphic/mystery.narc,292,32486912,30916,573a8e721970849947bc3e5cd439b13aa0297d382fc4d9870af1a81e2ff786d1,0xfffe,0x0100,30916,16,3,42,0,valid
/graphic/ntag_gra.narc,0,/graphic/ntag_gra.narc,293,32518144,183920,1b969b5e73d02857755726622b61c5251dfa3f068a410296d193d22fa6d44d6f,0xfffe,0x0100,183920,16,3,134,0,valid
/graphic/nutmixer.narc,0,/graphic/nutmixer.narc,294,32702464,180980,2389bcbcfb89db63fee618ee6b2748bf7ff2c306d1f55d989cbb771fc0f236bb,0xfffe,0x0100,180980,16,3,48,0,valid
/graphic/oekaki.narc,0,/graphic/oekaki.narc,295,32883712,5412,a81ac3264060405b30d9393f0dfc6bde237479fed739e124310e09991a5be4a1,0xfffe,0x0100,5412,16,3,9,0,valid
/graphic/opening.narc,0,/graphic/opening.narc,296,32889344,27580,a7f697f95321dcfb2e9c8f155daa0b032932c42215a627e0e2397cd455c61d20,0xfffe,0x0100,27580,16,3,21,0,valid
/graphic/plist_gra.narc,0,/graphic/plist_gra.narc,297,32916992,40108,afc98cdfaa34fe70ebc99f219682c3ce989b648ad91fcfcfb42bfd81294f4cf5,0xfffe,0x0100,40108,16,3,24,0,valid
/graphic/pmsi.narc,0,/graphic/pmsi.narc,298,32957440,12644,0654fe9ef26ab42e224dc0992aa02776834522c7902edb7fe4ef1a0db5db7a5e,0xfffe,0x0100,12644,16,3,26,0,valid
/graphic/poketch.narc,0,/graphic/poketch.narc,299,32970240,58820,5235827d35c2f6c3ddbf6f8efcf809b56d545d3e902091d4a4c6cbd7640cb1db,0xfffe,0x0100,58820,16,3,126,0,valid
/graphic/poru_gra.narc,0,/graphic/poru_gra.narc,300,33029120,27108,9b60ede5071fed56136a5fcd31e062f0ed0fa58f3d02e0471664ea8400c8371f,0xfffe,0x0100,27108,16,3,12,0,valid
/graphic/poruact.narc,0,/graphic/poruact.narc,301,33056256,5292,3690bbdc63e30a2ed1a8b7082593f0aab37c1ee3bab29c415612ef9424b356b8,0xfffe,0x0100,5292,16,3,32,0,valid
/graphic/porudemo.narc,0,/graphic/porudemo.narc,302,33061888,8812,2a62543af8b1f73ecca4a902b1e7d384c4785dc865923d0a08ae00c013f01d65,0xfffe,0x0100,8812,16,3,6,0,valid
/graphic/pst_gra.narc,0,/graphic/pst_gra.narc,303,33071104,127152,450b0dfde96b5a34b7b0634a994615203b6c5a2e7f616d12b451fe98ea6226a0,0xfffe,0x0100,127152,16,3,137,0,valid
/graphic/ranking.narc,0,/graphic/ranking.narc,304,33198592,5320,41edac6df8e779a1fa6dbab5e60856b931050533f461cd6765ee5cdb5bc43aae,0xfffe,0x0100,5320,16,3,4,0,valid
/graphic/record.narc,0,/graphic/record.narc,305,33204224,22980,b7b8f40a3f42e4cfa4ca895d0614a27c47b2264e3cd9cff60687de6c524999fd,0xfffe,0x0100,22980,16,3,15,0,valid
/graphic/shop_gra.narc,0,/graphic/shop_gra.narc,306,33227264,10048,50e3c3b71806810a03494973501b2ab36184b77d5397d6ecb3616e33eccaa693,0xfffe,0x0100,10048,16,3,11,0,valid
/graphic/tmap_gra.narc,0,/graphic/tmap_gra.narc,307,33237504,85776,9c53a93615844943d312d01aa6c5736f07cb3d8bd29c07a5fbff3bdb7b93d374,0xfffe,0x0100,85776,16,3,30,0,valid
/graphic/touch_subwindow.narc,0,/graphic/touch_subwindow.narc,308,33323520,2456,1b0cb1819a86dfb284d380a999820c303523ccb4523dd6c040886064d36d7c57,0xfffe,0x0100,2456,16,3,10,0,valid
/graphic/trainer_case.narc,0,/graphic/trainer_case.narc,309,33326080,228320,009131c495f817defdd9b5639ba113c89efda62951d5a36f5f2c6ef8d96f1a2b,0xfffe,0x0100,228320,16,3,59,0,valid
/graphic/unionroom.narc,0,/graphic/unionroom.narc,310,33554432,4624,18af9494db8ab737185c930bb3ffa6db52b3b11a643108bc1eae48305ad24428,0xfffe,0x0100,4624,16,3,8,0,valid
/graphic/waza_oshie_gra.narc,0,/graphic/waza_oshie_gra.narc,311,33559552,12084,6fca079a9b8ac505a6825bf703423bba492e14eac7c292f181c702761c572dd1,0xfffe,0x0100,12084,16,3,13,0,valid
/graphic/winframe.narc,0,/graphic/winframe.narc,312,33571840,35044,656ad458e1a40d6f30adcfa01f958ab01b205721e28ce804833f3cc5c95dfede,0xfffe,0x0100,35044,16,3,50,0,valid
/graphic/worldtrade.narc,0,/graphic/worldtrade.narc,313,33607168,46808,c58d7070ae9e30d4c0ff7da0aab73b715755ae46adf3cfc3fe1b2e4d23b20981,0xfffe,0x0100,46808,16,3,38,0,valid
/itemtool/itemdata/item_data.narc,0,/itemtool/itemdata/item_data.narc,314,33654272,19500,a6cfe6df97f24b191d782fe0ab14a9c067a9b496afd12180b4904f56e8740c7e,0xfffe,0x0100,19500,16,3,442,0,valid
/itemtool/itemdata/item_icon.narc,0,/itemtool/itemdata/item_icon.narc,315,33674240,395440,20dcd51401a18b37ef01ab62c8eb8307c6cd6a6d9c5ef6722fd6d4ba92d20b01,0xfffe,0x0100,395440,16,3,703,0,valid
/itemtool/itemdata/nuts_data.narc,0,/itemtool/itemdata/nuts_data.narc,316,34070016,1332,671d1d33478a40e89f5d9811827649b880666321bf7dfe83b4c7be4fce69c97e,0xfffe,0x0100,1332,16,3,64,0,valid
/msgdata/msg.narc,0,/msgdata/msg.narc,317,13349376,2695184,f291040fa010137cabb12a5661e9cece845a460788dae94fbe740e04aa98fd06,0xfffe,0x0100,2695184,16,3,624,0,valid
/msgdata/scenario/scr_msg.narc,0,/msgdata/scenario/scr_msg.narc,318,16045056,6748,89e84ab4475c85ad4358761c89c69c16f51c024041d2081a1da6ad1ad51b7cba,0xfffe,0x0100,6748,16,3,16,0,valid
/particledata/particledata.narc,0,/particledata/particledata.narc,319,58344448,34300,eea55fb469d825b97c734b7ccc537f9c774fd54da70668fda418cf4ac2482ea6,0xfffe,0x0100,34300,16,3,6,0,valid
/pokeanime/poke_anm.narc,0,/pokeanime/poke_anm.narc,320,58869248,25412,32606834ed99b654238499e3b42610d984b61c2cf3f67368f091ccf58e9af217,0xfffe,0x0100,25412,16,3,134,0,valid
/poketool/pokezukan.narc,0,/poketool/pokezukan.narc,321,59100672,1048,a8072ca83eccb60cc3d94b0c7be53807e9d39e0895bc82551fd168db54eea381,0xfffe,0x0100,1048,16,3,1,0,valid
/poketool/shinzukan.narc,0,/poketool/shinzukan.narc,322,59102208,364,86c2c31f90a1fe9d8ddf7f38187ce9e62c84c7e2aef720ee30b61aeae3871de6,0xfffe,0x0100,364,16,3,1,0,valid
/poketool/icongra/poke_icon.narc,0,/poketool/icongra/poke_icon.narc,323,34071552,577776,3463c546c112f928f2f8e82ee1638b9739d52dea1d72779704ad3cc36cfb6c1b,0xfffe,0x0100,577776,16,3,540,0,valid
/poketool/personal/evo.narc,0,/poketool/personal/evo.narc,324,29470720,26104,38bd9dd28f32827246299ed922e05ffd3905c2c445a059b9fd7ec3b56213f5de,0xfffe,0x0100,26104,16,3,501,0,valid
/poketool/personal/growtbl.narc,0,/poketool/personal/growtbl.narc,325,29496832,3348,ce5c612e32e537da3cdf7808c3f21ab217e83a75ead56027d98a7d84bb1b55d6,0xfffe,0x0100,3348,16,3,8,0,valid
/poketool/personal/wotbl.narc,0,/poketool/personal/wotbl.narc,327,29501440,18752,b46d62d1fd781e66a7bda535e3a1c1ab1af2b5aa72778d183c65411b344937d0,0xfffe,0x0100,18752,16,3,501,0,valid
/poketool/personal_pearl/personal.narc,0,/poketool/personal_pearl/personal.narc,328,29444608,26104,c050a5a4f0ccdd1d9793141fa0f67fb0b252d615763829d9fe79a0f3080c4566,0xfffe,0x0100,26104,16,3,501,0,valid
/poketool/pokeanm/pokeanm.narc,0,/poketool/pokeanm/pokeanm.narc,329,59102720,13892,25af2f6e78a5a8eab609313a6e21b103604753686088ef4c51f212c89c109011,0xfffe,0x0100,13892,16,3,1,0,valid
/poketool/pokefoot/pokefoot.narc,0,/poketool/pokefoot/pokefoot.narc,330,34649600,58604,181e87eb2bf79ba6e73124d1f694e801aa48844dcdd85e66c0bd2c707e8f8688,0xfffe,0x0100,58604,16,3,497,0,valid
/poketool/pokegra/height.narc,0,/poketool/pokegra/height.narc,331,16052224,23108,b44492aa09f74d2cf5f41ca13c2f7fc6d8238258c64ef49f2c23c1ac15dccec3,0xfffe,0x0100,23108,16,3,1976,0,valid
