file_id,path,offset,end,size,sha256,extension,format,signature_hex
18,__unmapped__/file_00018,2535936,2633440,97504,8d617521294583913c758ee7fed5524577b28662fb0d0c20650b72f57ee977fc,,,f8b5234a234c131c0021ff2008332568
19,__unmapped__/file_00019,2633728,2633984,256,265b3083ee8856d7554732c2149c0389d6797e81bba50cff1803d18357be9774,,Nintendo LZ10,10b584b0041c03200821c203c4f5e6f9
20,__unmapped__/file_00020,2634240,2643456,9216,c2740e1643d9939671bb6c434058364ef767dbefb50fcf2ea4edb7d1a3169800,,,004b184791770302f8b5061c0d1c0320
21,__unmapped__/file_00021,2643456,2644928,1472,14a8108fc5ab07e72035acda984fd63a237efb1e4b642b779641a6dfde650bfe,,,014b0248024918477929250255482502
22,__unmapped__/file_00022,2644992,2648832,3840,a10cc560afd7af25d9b0382f5f6dc78cfb0104383f9df67fe72461a4724c88ea,,,014b0248024918477929250255482502
23,__unmapped__/file_00023,2649088,2655488,6400,74c2e4a74e4a41f98e90f8513bf496295c35fb5f9d6b8540cc9864af3c21568c,,,014b0248024918477929250255482502
24,__unmapped__/file_00024,2655744,2658208,2464,51a9af3ac5046c880fbf115275c28b4d71ed83a3d7155eadae3baa4968b290c0,,,014b0248024918477929250255482502
25,__unmapped__/file_00025,2658304,2659680,1376,b0f63859a3357cc33ca03d61132d3ea483d8af00c69c12324f66da1dee9af916,,,014b0248024918477929250255482502
26,__unmapped__/file_00026,2659840,2661888,2048,811217f7d65fb474f089e2543b7f9a7ebd74cca6c6ea401a13ddafac2cf91856,,,014b0248024918477929250255482502
27,__unmapped__/file_00027,2661888,2664864,2976,5aa86b3f432e3d940f4a310ff1d337466946765495a0dc8632247ef8e429f94f,,,014b0248024918477929250255482502
28,__unmapped__/file_00028,2664960,2670976,6016,00aced84bacfa312c5fa22d22d3e64f7971a5948530594d0af8ad25cca1e0483,,,014b0248024918477929250255482502
29,__unmapped__/file_00029,2671104,2673408,2304,4c4919bba8d878bd47aaf7b98eb50b4a5860e6337505fb48be8a34c6710a42a7,,,014b0248024918477929250255482502
30,__unmapped__/file_00030,2673664,2675200,1536,c6c45f26007ff97c8e209cd84b58b4b55fead689ea5149700ad7b8a91ee1fb88,,,014b0248024918477929250255482502
31,__unmapped__/file_00031,2675200,2676736,1536,89c406128241e415c7bf16fcf538150bcfdf9349cb1364245563aea2af9ef975,,,014b0248024918477929250255482502
32,__unmapped__/file_00032,2676736,2677920,1184,d98852300f1f773cf30b380201ccab71ff4bc06c0ea2a0c865bc2090f4693022,,,014b0248024918477929250255482502
33,__unmapped__/file_00033,2678272,2679072,800,63075a78bde98567ff4e13b4267d2e7a2a71737bfe0435dac38c6899f413f993,,,014b0248024918477929250255482502
34,__unmapped__/file_00034,2679296,2680512,1216,d2b0f9a24b2be9541ca28ed2ebf25adcb87565541ddc47a5954a73be713eb92f,,,014b0248024918477929250255482502
35,__unmapped__/file_00035,2680832,2683296,2464,37aa387a1589b8690872db985b8c5b3773c8eb47ea9270b6a584cf1e7686b1e2,,,014b0248024918477929250255482502
36,__unmapped__/file_00036,2683392,2686656,3264,6d66f8dad90d8c559b499b48f806e3970292631cb9352253e16b2f844e0a2d7c,,,014b0248024918477929250255482502
37,__unmapped__/file_00037,2686976,2688352,1376,5675cac6082947d47367a6d1497112408ba013ebbef1f58277f12a9e59d2baa9,,,014b0248024918477929250255482502
38,__unmapped__/file_00038,2688512,2691392,2880,1a081a06fe528b4163a3cb25649e5f81c2b489f8181eb536cfe5d26f0a7b4e55,,,014b0248024918477929250255482502
39,__unmapped__/file_00039,2691584,2694848,3264,3adcf31153f502f4119a05271c1141177bbf74c720a5419545453f854a5b7926,,,014b0248024918477929250255482502
40,__unmapped__/file_00040,2695168,2698336,3168,201af4d8c1349f1925b6bc2edfb46bd92df32c9701aa8c56017446e77a85b7e0,,,014b0248024918477929250255482502
41,__unmapped__/file_00041,2698752,2703168,4416,70f384984bddc1fad09abb16d793e11d066ad3536312652fdc1d7630b6fe6a64,,,014b0248024918477929250255482502
42,__unmapped__/file_00042,2703360,2705664,2304,4de4706dcb7068ef232cd3a152a6e90088b78f887bd90158e12010552e65179e,,,014b0248024918477929250255482502
43,__unmapped__/file_00043,2705920,2708416,2496,49b5e70784b7d0ad3fef82677b5b49ac55e46239f47960f446b291cab9ebb28b,,,014b0248024918477929250255482502
44,__unmapped__/file_00044,2708480,2709664,1184,525d6ade35a08fd3a4f26d6fee887dc845a0dab1ff0a5aa472ff062400a2d57a,,,014b0248024918477929250255482502
45,__unmapped__/file_00045,2710016,2712384,2368,ab6b494d61ac6104a777ee8f4b9ea5b8fb89ad0c269f24aaaa0807c8de8e545a,,,014b0248024918477929250255482502
46,__unmapped__/file_00046,2712576,2713376,800,a5a72cdf09a59631b20c82e4ef5bfe895fa67b8720d8fcbb906c470c4d39297a,,,014b0248024918477929250255482502
47,__unmapped__/file_00047,2713600,2716832,3232,7b09611fa020f64c6b360c604c0d139bd5fa3bf90bedad53d953b60cc1077d62,,,014b0248024918477929250255482502
48,__unmapped__/file_00048,2717184,2719392,2208,4dacdd2d750e430924e40ea7d1b335f046d16bb5208f16b81076e77cfcc51378,,,014b0248024918477929250255482502
49,__unmapped__/file_00049,2719744,2721280,1536,920c9a423c792db211b7b7cc51bbb0c1e2c23f8e9afe87277a1c1a4e1f52bd12,,,014b0248024918477929250255482502
50,__unmapped__/file_00050,2721280,2722080,800,91b5449dc04a995c6a9ad343b62523c03441bed4f44c197cb4e2e37b7eb63979,,,014b0248024918477929250255482502
51,__unmapped__/file_00051,2722304,2726336,4032,4a8a6a91a04c91a1838b175d4319be643ea79ba44c1f1d1dd0fe87af49db3919,,Nintendo LZ10,10b50c1ce1686069c96f00294fd02168
52,__unmapped__/file_00052,2726400,2727424,1024,d9a7ec93bce0146d9b4cc9114e5b15e39c0ea631b00cd9722f0698aad0b53a21,,,08b5022203204d2112043ff697f929f6
53,__unmapped__/file_00053,2727424,2736768,9344,9a32bd6c1bfdf295db33c6988355e928c6857a07ce27ca9cc6b9058bc7658536,,,78b583b00d1c2968061c002903d00129
54,__unmapped__/file_00054,2737152,2746240,9088,4f65f99685313432a4264d0110a3e198bc8e9b8f107e8e8c74cffc0426b315c4,,,78b583b00d1c2968061c002903d00129
55,__unmapped__/file_00055,2746368,2758720,12352,8a07e23ba4ee3afecc2ee24dd0201700dbb0983fdf54b6cd84c815a170732392,,Nintendo LZ10,10b5041c00f084fb201c00f099fb201c
56,__unmapped__/file_00056,2759168,2777504,18336,a1f9f6c2f45e6cd8e797d9f62d6a771b3d9afc1deaf6a1cfd485c59a3e90df64,,,093805280dd800187844c08800040014
57,__unmapped__/file_00057,2777600,2787136,9536,dbf1e309f8ffa42eb72d7030b1800d70c94671bdc7adfc6a36fc6192fb397374,,,f0b585b0051c0020011c3ef611fd0020
58,__unmapped__/file_00058,2787328,2792864,5536,24a76ccd1c10027275b59e95c54f617dd76b6c04b1e79139bfe191357b9d7d16,,,78b583b00d1c2968061c002903d00129
59,__unmapped__/file_00059,2792960,2804256,11296,7bdcc37edd43f07ec94c0b60b9efe0a65bc285d406a490234f965450aa8140c7,,,38b50122051c0320522192043ff696f9
60,__unmapped__/file_00060,2804736,2808064,3328,1439a2471b5defa9b375df64a326f1e4defd787e1c5632d7fff8f84bd1c40a67,,,38b5041c2ef6d2fe0122051c03202621
61,__unmapped__/file_00061,2808320,2812544,4224,c225cfec79f26745f3f15dcea30852391e7438ed7793e7bac26d1b6a79dbb086,,,38b5051c2ef6c8fe0222032029211204
62,__unmapped__/file_00062,2812928,2828768,15840,afd272d84836b3033686f413901df9d799265249fea8f3f6e0bb7d6bf11ee435,,,014b024802211847dd5f000208000000
63,__unmapped__/file_00063,2828800,2847936,19136,06b3118da1a5624ab96df1ef2c4705471fc2dcbb89c8e9c890cc920c4267be78,,Nintendo LZ10,10b52849041c002036f65aff25490120
64,__unmapped__/file_00064,2848256,2855488,7232,e4e71d5d49ec4ec64d9947f02974006ff160b6b71aa0a10dd3cf1f84e698cdca,,,38b584b00122041c03202f2192043ff6
65,__unmapped__/file_00065,2855936,2868224,12288,a505b088576d0566c8b1d51bf00c9dbc33ba6f7f52ae51ebe20b3266487027f8,,,38b5041c2ef6d2fe0222051c03202d21
66,__unmapped__/file_00066,2868224,2878048,9824,3ff3ba8e6c10f97cc402197efb99367afd2494142c152e0570b1458794acb3f4,,,38b5041c2ef6d2fe0222051c03201121
67,__unmapped__/file_00067,2878464,2887744,9280,55d1157f21a13ee06123e73b359ae2fbe0c72732118f06c1da3993e615f57405,,,38b5041c0020011c3ef612fd3ef616fd
68,__unmapped__/file_00068,2888192,2893824,5632,09b2376277cdddc6735b15a88bd70527c09c4a766adc964a5dcb33e468da3ad6,,,38b5041c0020011c3ef612fd3ef616fd
69,__unmapped__/file_00069,2893824,2902944,9120,339c4e128d9f22ee472909e54fa49c3a2fc8c01e6264a078318196b1fb52f301,,,f8b5051c0020011ce8f5a2fc03203f21
70,__unmapped__/file_00070,2903040,2906656,3616,af4db01e19e818256c833a22fd57064023eb594abcb54326adac55d758d5e34e,,,38b50122051c03203c2192033ff696f9
71,__unmapped__/file_00071,2907136,2923200,16064,201305e713a7fd1795b6ab4c374bf6d7b4fa146ff8492a2cde9e630e3faa6b61,,Nintendo RLE,30b583b0051c0020011ce8f5a1fce8f5
72,__unmapped__/file_00072,2923520,2923552,32,66687aadf862bd776c8fc18b8e9f8e20089714856ee233b3902a591d0d5f2925,,,00000000000000000000000000000000
73,__unmapped__/file_00073,2924032,2943200,19168,a69e34c8269c3165fdf6fa3df6ca57515d7b7a34ca6c27b7ef4d5eaa328947e3,,,08b5806901f0e4f944f610ff08bd0000
74,__unmapped__/file_00074,2943488,2948128,4640,ac397207a6b2d754a235a988a171d5a1ce746228b0b991dcb7bb7cc37ebb3cf3,,,38b5041c2ef6d2fe0122051c03204a21
75,__unmapped__/file_00075,2948608,2972640,24032,1053836431a27fce86ad49059392eb7b1174d9d8b55762ea8747e1b7fb2fce47,,Nintendo RLE,30b583b0051c0020011c2ff6b1f92ff6
76,__unmapped__/file_00076,2972672,2980384,7712,13581b50d3cab7deb180297cfa1ab91b3426e93b266020438c5ae99d743b7ea0,,,38b50222051c0320432112043ff696f9
77,__unmapped__/file_00077,2980864,2988000,7136,4672222284e6fda0308545ea9d2da08504e04c21398156ad1c7b77edbb5849f6,,,38b5041c0020011c3ef612fd0020011c
78,__unmapped__/file_00078,2988032,2989152,1120,4ed4d0c431938878a9cf25ab573fe2c5935bb59e1cdae24ce108bde87159fbc9,,,f8b586b00222051c0320482112043ff6
79,__unmapped__/file_00079,2989568,3010752,21184,50ffd469dd8294d3fb3d115979e93019cda6749d7225dc3938b9cfcc0814bb1e,,,01040143014801607047c04620712102
80,__unmapped__/file_00080,3011072,3053856,42784,d2078da15e14fa7ac61a70f9edbaa4d55541b9f08b21e565da2374bb6bd0323f,,,18b4054b01241c6000245c609860d960
81,__unmapped__/file_00081,3054080,3075968,21888,bc902834e30e93276bd5a1b2c1bdfcd9e2705463d726ae14b21e94b6f7cda772,,Nintendo RLE,30b585b0051cd6f55ffa002800d1bbe0
82,__unmapped__/file_00082,3076096,3085632,9536,1b32c9290eb520dd8550725608dfcf6890c88115fd9c60cb7ae94814243bdd07,,,18b4054b01241c6000245c609860d960
83,__unmapped__/file_00083,3085824,3143840,58016,8e633a4222dfb780544744ed4bc5a471e4eab3a58f6c572be0beed3bf3e8e89c,,,00207047f0b597b0051c052080012818
84,__unmapped__/file_00084,3144192,3158816,14624,f06fdabe493b7187d99e218f2fb131308adf69e3fc5d4860a3612c9ca3cf9ba4,,,78b585b00d1c2968061c002906d00129
85,__unmapped__/file_00085,3159040,3196160,37120,fec5d359b3457f922cd37fa1e60af793b33ff8b6500521228de02240637005c1,,Nintendo RLE,30b583b0051c0020011c3ef611fd3ef6
86,__unmapped__/file_00086,3196416,3198496,2080,90227b2e553a75b5a116463b16e9e23609860f0ee3f8546480078854764bff40,,,38b50222051c0320542112043ff696f9
87,/application/custom_ball/data/cb_data.narc,58786304,58847116,60812,4b25ee9d91e977fcbf4be1cab7d2ba15cfb6d58983d5ef5ebeaca137409506a1,.narc,NARC archive,4e415243feff00018ced000010000300
88,/application/wifi_earth/wifi_earth.narc,58401792,58553972,152180,a529c990a715b9599316abf4049a14a23b4c18a019b69a41b2630fb921460ff6,.narc,NARC archive,4e415243feff00017452020010000300
89,/application/wifi_earth/wifi_earth_place.narc,58554368,58557640,3272,067806345d96ce91f3cd76aaafddf4b6a915c512499fbf61f49e0368a59c7e84,.narc,NARC archive,4e415243feff0001c80c000010000300
90,/application/zukanlist/zkn_data/zukan_data.narc,58378752,58401304,22552,60a0e09f5a78a625cca5b7e150fd6c17dcb98bc0ba2859f7119ac585d6e04432,.narc,NARC archive,4e415243feff00011858000010000300
91,/application/zukanlist/zkn_data/zukan_enc_diamond.narc,59998208,60069856,71648,b8cb42e92606e365f31bb869ae606aade7fbecb60806f98016bc52c24734a992,.narc,NARC archive,4e415243feff0001e017010010000300
92,/application/zukanlist/zkn_data/zukan_enc_pearl.narc,60069888,60141512,71624,a57924fd8444d022afbf56dd0fe0bb9c82108e5dbfacb65572989d1227288eaa,.narc,NARC archive,4e415243feff0001c817010010000300
93,/arc/bm_anime.narc,58937344,58974720,37376,5b46f1446499c070966515ab667ab4223bf00ea62b1b5397eda43eea629ec68b,.narc,NARC archive,4e415243feff00010092000010000300
94,/arc/bm_anime_list.narc,58974720,58989752,15032,3547a1cc82d4388f2fc37fcf6b25176b686645dc4b0c9b70d179d9865cdd8c07,.narc,NARC archive,4e415243feff0001b83a000010000300
95,/arc/encdata_ex.narc,58990080,58991908,1828,5a466b26b3595ff878992810881d77bda8661c2776e92036612e12fdc9026c8d,.narc,NARC archive,4e415243feff00012407000010000300
96,/arc/ppark.narc,58992128,58995148,3020,78ed2c1252ca3d76324b60f2fedbb7f20bc84e3ac08f55f87aa1e7ac38173528,.narc,NARC archive,4e415243feff0001cc0b000010000300
97,/arc/ship_demo.narc,58995200,59090264,95064,b596db0ce389ad0b3bbb3dbe4112f8e9306a3b7519036eeac6cb0ff7f36931fd,.narc,NARC archive,4e415243feff00015873010010000300
98,/arc/tv.narc,59090432,59091328,896,6bf46c807745f991dae47e3633aeae516479c2e5d84acc10767fe0c9a9bafd55,.narc,NARC archive,4e415243feff00018003000010000300
99,/battle/b_tower/btdpm.narc,59941376,59964252,22876,776d9ad316bd6a9d97f45ca6dc5405dbf2e3e96f75a36118619bcad4081bec6c,.narc,NARC archive,4e415243feff00015c59000010000300
100,/battle/b_tower/btdtr.narc,59964416,59998144,33728,9d8e016906e413d77a3a30856764f7605c03b9c0d956601e6262a4918b0f0040,.narc,NARC archive,4e415243feff0001c083000010000300
101,/battle/graphic/b_bag_gra.narc,29578240,29598468,20228,1bad36d04c4462f5e43df643f0f2bb388f0230e917253d66401db9e2ae39ed7b,.narc,NARC archive,4e415243feff0001044f000010000300
102,/battle/graphic/b_plist_gra.narc,29598720,29673128,74408,1786a3fdf7ddfbdb88e4c723ea7e16ebf9b4b45599264aac7bdeb523db57b300,.narc,NARC archive,4e415243feff0001a822010010000300
103,/battle/graphic/batt_bg.narc,29673472,30313596,640124,bcf2c24ae32b38a546b9b293b16af3782b706fd6dc5ec9d58c1e245655ce05ab,.narc,NARC archive,4e415243feff00017cc4090010000300
104,/battle/graphic/batt_obj.narc,30313984,30445660,131676,04e5df4768970cc2c677047efd2f280a17f522017cad05436badf52d4e00ae82,.narc,NARC archive,4e415243feff00015c02020010000300
105,/battle/graphic/vs_demo_gra.narc,30446080,30466944,20864,0f2b6db0502d559797ce7bf9c56b84fdbb5d8deed2113447e407d06b09a8af4c,.narc,NARC archive,4e415243feff00018051000010000300
106,/battle/skill/be_seq.narc,30734336,30751228,16892,9bef02e3319ba414c4146b5fff87fd727b72a655079fb3ff68a4f7c24f17b476,.narc,NARC archive,4e415243feff0001fc41000010000300
107,/battle/skill/sub_seq.narc,30751232,30802232,51000,0cd8c8fc49d79a2b852c5427f0bfd1a8d7ecb1f60e8154c83ee191feae4f86af,.narc,NARC archive,4e415243feff000138c7000010000300
108,/battle/skill/waza_seq.narc,30802432,30808848,6416,31a96dbb1ae49166726cc66e604444d24ab92eed57103822cef84630afe80e89,.narc,NARC archive,4e415243feff00011019000010000300
109,/battle/tr_ai/tr_ai_seq.narc,58894848,58937296,42448,74b17cd373c63c5aa9fa5e7e909c7037f768b443c726eee51ed0f0278efd709d,.narc,NARC archive,4e415243feff0001d0a5000010000300
110,/contest/data/contest_data.narc,58330112,58344252,14140,7cf7c17d07b805fc4d6c65b7b23e6d25b0b94e87f5cf0d729c308ed2b1b9496f,.narc,NARC archive,4e415243feff00013c37000010000300
111,/contest/graphic/contest_bg.narc,58225152,58305860,80708,604fc581c1d39592afe5ea72a2a14365c9a06c2c4c0b4267b4663d58248bf8da,.narc,NARC archive,4e415243feff0001443b010010000300
112,/contest/graphic/contest_obj.narc,58306048,58329892,23844,43bb5b2c71de2e630bafac397cc0e103f3add14645d2a2ecc73280f7e2f42bd1,.narc,NARC archive,4e415243feff0001245d000010000300
113,/data/area00light.txt,3379712,3381794,2082,ce56f77f15e41b127c4cd4230910736da58705964d36b4101cd171e06ee03564,.txt,Nintendo RLE,302c0d0a312c31312c31312c31362c31
114,/data/area01light.txt,3382272,3384296,2024,ce00fd5de6739f4849e6c322eaf06cf254065213d7c0e0bac942559b59d0a4c8,.txt,,3930302c0d0a312c32332c32332c3235
115,/data/area02light.txt,3384320,3386434,2114,7db2deeb4bfb1b8cec526a09e18ee6170df031413bcd79c69b596b5e9e3eea63,.txt,,3930302c0d0a312c32342c32342c3138
116,/data/battle_win.NSCR,3386880,3388964,2084,786c211effb3f47630ba88c443d2b11ad815f99affab9802586f129015423dd6,.nscr,,5243534efffe00012408000010000100
117,/data/btower_canm.resdat,3389440,3389492,52,2c906d1ffb6a67209ee3c8daac86ac095bc3f39e8257657703b5c6a5f3f8b57e,.resdat,,030000007b0000000300000000000000
118,/data/btower_celact.cldat,3389952,3390016,64,1f123e9d1801e4ef8fb0a0f49a75db77f38c3a3b94ad347f207c1ab10dbc2817,.cldat,,00000000000000000000000000000000
119,/data/btower_cell.resdat,3390464,3390516,52,a74a51eb2d927d8606797f195359808db51e8724784d4a4682ccb5a030172107,.resdat,,020000007b0000000200000000000000
120,/data/btower_chr.resdat,3390976,3391028,52,3203fffb886d328c3fb529e78c7ed5d3d6fac9cb12b46a5c7fb2e998f36bcd15,.resdat,,000000007b0000000100000000000000
121,/data/btower_pal.resdat,3391488,3391540,52,a25715710de58cb59ab60219bf75930fd58050a96f1e325555a46a64f4a4eace,.resdat,,010000007b0000000000000000000000
122,/data/cell0.NCGR,3392000,3400240,8240,744e07505e4c80a62df7782d14db317152aa090363ffe40fcada29b463d6c509,.ncgr,NCGR graphics,5247434efffe00013020000010000100
123,/data/cell0.NCLR,3400704,3401256,552,ec23e08f70ec23bef86883d2025ea41a518f4c41bf0b61a7427853502a95d9f4,.nclr,NCLR palette,524c434efffe00012802000010000100
124,/data/clact_default.NANR,3401728,3401839,111,30249884bd91f10bc9d4e13e7b1495f09991b6f488405a0cdbb61cfb402d10ca,.nanr,NANR animation,524e414efffe00016f00000010000300
125,/data/crystal.nsbmd,3402240,3405572,3332,67ea106ff319b63062afd6927e4ca022966cd550cc937cb1ceb1920ba35f46bf,.nsbmd,NSBMD model,424d4430fffe0200040d000010000200
126,/data/demo_climax.narc,3405824,3878444,472620,18d011c800914e0410979a16996dcdf6cca15ba384aa85d9973a769ab6def94e,.narc,NARC archive,4e415243feff00012c36070010000300
127,/data/dp_areawindow.NCGR,3878912,3879280,368,25a619fba61e036c8bee2595996ef4a480f84d31f6601018c7915549bb971f51,.ncgr,NCGR graphics,5247434e000000016801000010000100
128,/data/dp_areawindow.NCLR,3879424,3879976,552,6e5afdca34a65cd2adccd5de0c3e026fe76488afa707bfaed2eca788161ca4c2,.nclr,,5250434e000000012002000010000100
129,/data/dt_test_celact.txt,3880448,3880502,54,657d5de29b925e3eaf5ae872783367f10475b5c0f90bfcd5043cb1abdb69d85e,.txt,Nintendo RLE,302c302c302c302c6e2c6e2c302c302c
130,/data/dt_test_res_cell.txt,3880960,3880998,38,c8389498002fe33ab42c1090e38ff07579d464ddbfac95a20829dbf0b7d7fdb0,.txt,,322c302c0d0a646174612f75675f6865
131,/data/dt_test_res_cellanm.txt,3881472,3881510,38,cbe867be063be570f1fbc6fcdfb5b879ad308c06326bd8ecf53436ebe6e6557d,.txt,,332c302c0d0a646174612f75675f6865
132,/data/dt_test_res_char.txt,3881984,3882027,43,385fccd82bc01a6cac1ed7e0ca5bdcc2f21f6822014c8f834f1507e8df120988,.txt,Nintendo RLE,302c302c0d0a646174612f75675f626f
133,/data/dt_test_res_multi.txt,3882496,3882512,16,8b908000b9cf297550ff4b4a08e641b2122597f77232d9dba5422afdb23a198a,.txt,,342c302c0d0a652c652c652c652c0d0a
134,/data/dt_test_res_multianm.txt,3883008,3883024,16,1b97c2f67dccdc6b480d4982764c8cedeaf4d055b845ab7fb6373e12874d9496,.txt,,352c302c0d0a652c652c652c652c0d0a
135,/data/dt_test_res_pltt.txt,3883520,3883565,45,4bb2f67548edddd0d90a4344eaa0d1da254b6150ecfd6a045226ff33aa882f57,.txt,,312c302c0d0a646174612f75675f626f
136,/data/dun_sea.nsbtx,3884032,3885432,1400,39c857f5b0fb8e0c07c161c838d0faa4a9f7c06a99fa432f4e4e92d70f59ee4e,.nsbtx,NSBTX texture,42545830fffe01007805000010000100
137,/data/eoo.dat,3885568,4172288,286720,5c7d80adf0567cd0f45166ba79d40974b7b2dcda06c2ef77366c4b6a2f68456f,.dat,,4e494e54454e444f202020204e54524a
138,/data/exdata.dat,4172288,4172580,292,d25f106d39d48484fb0944d9b9d2706a17885ed46702abbef4402e9b4bed4f0d,.dat,,00000000600000009000000024060000
139,/data/field_cutin.narc,4172800,4226592,53792,1634f209420540f1fda098e8269f7830debbad9e33ad3fc3a33c1fd1bd89598e,.narc,NARC archive,4e415243feff000120d2000010000300
140,/data/fld_anime0.bin,4227072,4227144,72,1ec9b817623b914aa1336af423f5c0a0172ad74a1a0049eef79a3e0becfde53b,.bin,,646174612f6d696e696d756d2e6e7362
141,/data/fld_anime1.bin,4227584,4227656,72,7f72c84bb5552e478dcc27bb339be852876f8c3f0b7d1774d2e7bb6fefbd9fee,.bin,,646174612f6d696e697268616e612e6e
142,/data/fld_anime10.bin,4228096,4228168,72,c19e0811ae7000f211bc8e1d23590e14e22480adfd275c20267124db8970095a,.bin,,646174612f6c616b655f616e696d2e6e
143,/data/fld_anime2.bin,4228608,4228680,72,a2b9cb0bb30abe7eccb0a1d2793407d4da6c9c3b15c33a5bbde1aaef6f4b5e63,.bin,,646174612f6d696e696173617365612e
144,/data/fld_anime3.bin,4229120,4229192,72,84a53ae8352350e35582de2710b79dfcb6db44ae3a189be0ac9a68a807283785,.bin,,646174612f6d696e6968616d6162652e
145,/data/fld_anime4.bin,4229632,4229704,72,5978dbb7f77e96e630e931cbc6d34e2b487adde774d3e203f9727e931d9de7d2,.bin,,646174612f6d696e6961736168616d61
146,/data/fld_anime5.bin,4230144,4230216,72,de96fcc88817b1797ff20ad9774546b8b391b6e3c61d3dad801dec93d321c14c,.bin,,646174612f74335f666c5f622e6e7362
147,/data/fld_anime6.bin,4230656,4230728,72,81fbe84c6fa50dc51d6063d914754783933b824243f3c2041584029d6116d0f5,.bin,,646174612f74335f666c5f702e6e7362
148,/data/fld_anime7.bin,4231168,4231240,72,f44ac96d074f591823ba68aa7d928479f6597aded2002eff8301f41216b15d23,.bin,,646174612f74335f666c5f722e6e7362
149,/data/fld_anime8.bin,4231680,4231752,72,49908acbeaec47bcc9b0e1a35730391a3c24f8fba4b9689a4240723e39166c1e,.bin,,646174612f74335f666c5f792e6e7362
150,/data/fld_anime9.bin,4232192,4232264,72,7da5c71f81701b46246603a08a4773600a55e6df79050d91b20c6773a7bc73a6,.bin,,646174612f64756e5f7365612e6e7362
151,/data/fs_kanban.nsbca,4232704,4234740,2036,41b95f6d1c3e3bfac512d44d17669a94843e21439c6bd4275933464139129b24,.nsbca,NSBCA animation,42434130fffe0100f407000010000100
152,/data/ground0.NCGR,4234752,4267568,32816,11c41561e7436491dcfec563b5acdc60ad5a4bbb26ca5b5ead43762eec4c6722,.ncgr,NCGR graphics,5247434efffe00013080000010000100
